Sentences,Aspects,Sentence Sentiment,Aspects Sentiment
الطقم كان في غايه الروعه\ والسلعه موافقه للمواصفات واشكركم على الجودة والسرعه في الطلب\ وانصح بالتعامل مع البائع,"الطقم،السلعه",1,"1, 1"
طقم رائع كهدية,طقم,1,1
اعجبني الشكل لكن جودته لاتناسب سعره,جودة,-1,-1
- إيجابيات و سلبيات قطاعة الثوم المبتكرة:,,1,
سيئة جدا جدا,,-1,
آخر فانتازتك,,1,
رائع وسريع,,1,
منتج رائع بالفعل. له اكثر من سنة معي وجودته ثابتة,"منتج،جودة",1,"1, 1"
قطاعه البصل سهله وخفيفه وبتنظف علي طول وشكرا لكل القائمين علي سوق كوم,قطاعه البصل,1,1
ليست حافظه للحراره وليست كما في الصورة,,-1,
ممـــــــــــــــــــــتازة,,1,
ممتازة ورائعه جدا,,1,
السلعة وصلت من البائع سريعاً و هذا شيء جيد و لكن ..,,-1,
"عيار 21 ،طقم كامل من الذهب ،تشكيله مميزه .",تشكيله,1,1
جدا ممتاز وتحفظ الحرارة بشكل ممتاز,,1,
لم استطع استلامها لدواعي السفر,,1,
جودة عالية,,1,
جميله وسلسه عند إستخدامها,,1,
- إيجابيات و سلبيات كوركماز استرا تريو طقم قدور 3 قطع-A1803,,1,
"الصراحة تعبنا من الأكواب التقليدية ،وأنا عندي تجارب كثيرة مع الأكواب سواءا بإنسكابها أو سهولة كسرها  ،لكن مع كونتيقو contigo غييير جربتها والآن عندي أكثر من سنة وبنفس الكفاءة .. وأشتريت لأسرتي منها وكان رأيهم إيجابي عنها .. ومتوفرة بعد بأشكال وألوان جذابة وهذا الشي إلا نبغاه في الأكواب","الأكواب،ألوان،أشكال",1,"1, 1, 1"
منتج يستحق الشراء,منتج,1,1
السلعة جيده وعجبتني كثيرا ما يقلقني كثرة التنبيهات بخصوص الاستعمال,السلعه,0,1
اشتريت 6 حبات هدايا للأقارب.,,1,
الخامة سيئة ولا تعمل,الخامة,-1,-1
سلعه مميزه وجودتها عاليه والتصمميمات مميزه ولا اروع نشكركم علي توفير السلع عالية الجوده وننتظر المزيد,"سلعه،جودة،التصميمات",1,"1, 1, 1"
هي حلوة للحلويات والآيس كريم بس لان حجمها صغير جدا لا تصلح للشوربة,حجم,0,-1
أفضل لو أنها أرخص,,1,
حجمه مناسب والخامة كلها stainless steel  والسعر مناسب,"حجم،الخامة،السعر",1,"1, 1, 1"
حلوة جدا,,1,
سلعة ممتازة ورائعة وعملية جدا وشكلها فخم للضيافه,"سلعة،شكل",1,"1, 1"
اداء الالة رائع جدا وسهل وتقوم بصنع البيتزا بجودة عالية وسرعة,اداء الالة,1,1
انها بلاستيك غير قابلة للكسر بسهولة-- وشكلها المتميز -وسهل التعامل معها- حجمها الصغير- يفضل ان يتوفر منها الاثنا عشر container,"بلاستيك،شكل،التعامل،حجم",1,"1, 1, 1,-1"
#NAME?,,1,
هذه القطاعة لا تعمل بالشكل المطلوب وتركيبتها هشة جدا وغير متماسكة و  بالتجربة لا تستطيع,القطاعة,-1,-1
صاج تحمير السنمبوسة بدون زيت سلعه رائعه   وسهله الاستخدام  وكنت بصراحه ابحث عنها فوجدتها والحمد الله  والله يعطيكم  الف عافيه  على سرعه التوصيل,صاج تحمير السنمبوسة بدون زيت,1,1
خفيفة وصغيرة الحجم وفعالة بشكل كبير خصوصا في الحفلات وأثناء مشاهدة التلفاز,الحجم,1,1
- إيجابيات و سلبيات الة إمتصاص الدهون:,,1,
اواني مطبخ رائعة  حقا سلعة ممتازة .,اواني مطبخ,1,1
حجمها مناسب وتحتفظ بالحراره مده طوييله وتصلح للعائله الصغييره,حجم,1,1
منتج شكله جميل جدا وعملي حتى تقدر تقدمه في وجود ضيف على الغذاء واستخداماته كتيرة,منتج,1,1
ممتازة وتحفظ الكورن فليكس  وفي متناول يد الجميع وحجمها كبير وانصح بشراءها  للناس الذين يفضلون البلاستيك انا عن نفسي افضل البلاستيك لانه سهل في النظافة وامن على الاطفال,"حجم،البلاستيك",1,"1, 1"
غير جيدة,,-1,
سيئة وصغيرة الحجم لا تنفع للبطيخ انصح بعدم شرائها,الحجم,-1,-1
سلعة عملية وممتازة  تختصر مساحة بشكل ملفت ومميز للضيو فك ..وقوية ومتينة ابهرت بعا زةاري ..والمثي  سأل عنها ومن اين  اشتريتها..شكرا جزيلا,سلعة,1,1
"الحقيقة سلاقة البيض مميزة و مريحة ,, و من خلال التجربة من قرأته رأيه واقعا",سلاقة البيض,1,1
أنصح بها لكل الأمهات ولكل العرسان,,1,
جدا سئية ولا يوجد صحة لعنوان السلعة,,-1,
مفيدة جدا في المطبخ وتستاهل سعرها,سعر,1,1
ماهياش قادرة تخدش قشرة البطيخة حتى .. ده غير انها ضعيفة جدا وكانت هتتخلع من بعضها لمجرد الضغط عليها شوية,,-1,
جيد جدا  انا معجب بهذه السلعة وشكرا لكم والأحسن أنها من الستينلز ستيل غير قابلة للصداء,السلعة,1,1
يجب الانتباه فهي تسن السكين والمقص بشكل مقبول لكن الحذر فهي تتحرك من السطح المفروض ان تلتصق به وعلى العموم براي مقبوله.,,-1,
"البلاستيك المصنوعة منه .معاد تصنيعه .كماأني استلمتها مكسورة من الأعلى ,لكنها جميلة وتناسب اطعمة الاطفال .",,-1,
حلوة جدا و عملية و سهلة الاستخدام,,0,
لقد اشتريت هذا السكين من الموقع على أساس أنها تسطيع تقطيع الأطعمة المجمدة بمهارة ولكنني اكتشفت أنها لا تستطيع تقطيع أي شيء حتى الجبنة البيضاء أو الخطروات,السكين,1,-1
المنتج رائع جدا,المنتج,1,1
"سلعة ممتازة   ،  انصح  الجميع  بشرائها ،",سلعة,1,1
شكرا على تعاونكم,,1,
منتج جيد جدا و سهل الاستعمال,منتج,1,1
المنتج عملي جدا والمقاس كبير,المنتج,1,1
اله بطيئه في عمل غزل البنات ولا تعمل غزل النات صح بالنسبه لسعرها,اله,-1,-1
الموتور قوي وسريع,الموتور,-1,1
شكل رائع ويوجد بجوانبها كليبس لتثبيت الغطاء أثناء التنقل عمليه ورائعه,شكل,1,1
تم استلامه من البائع وهو متعطل ولا يعمل نهائياً,,-1,
جملية جدا ومريحة ولكن كنت قد رأيت مثيله لها ولكن بشاحن كهرباء وهذا اجمل واوفر من البطاريات .. تحياتي ..,,0,
جيدة الى حد 70%  وانصح كل من يشتريها بان يتعامل معها برفق حتى تدوم معه وكذلك لكل الاجزاء وخاصة قطاعة الطماطم وفرشة التنظيف,,0,
ممتازة حيث تدخل في عدة استخدامات توليع فحم  وتحمير حلويات وكرملة سكر مع احساس بالامان في استخدامها وتمتاز بالهدوء,,1,
ابتكار جميل لفصل الصفار عن الزلال بطريقه سريعة وسهلة  ممتازة خامة جيده وسهلة الاستعمال,,1,
المنتجات عملية وسهلة الاستخدام,المنتجات,1,1
ممتازة جدا طبق المواصفات المذكورة اشكر البائع على المصداقية,البائع,1,1
السلعة جيدة. المعدن متوسط الجودة ولكن مقبول بالنسبة للسعر. الحجم اصغر مما تبدو عليه في الصورة. تصلح لوصفة كيك صغيرة.,"السلعة،المعدن،الحجم",1,"1, 0, -1"
المنتج رائع جدا,المنتج,1,1
"لا يمكن إستخدامها إلا في قدر مسطح تماما،ويجب أن يكون مستوى إرتفاع الطعام فيه محدد لا يزيد ولا ينقص. كما أن الكثافة إن زادت لا تدور اليد وإن قلت تناثر الطعام!!",,-1,
المنتج روعة,المنتج,1,1
اصغر من الصوره وتغليفه سيء,,-1,
أتمنى أن يكون منها أحجام أكبر لتصبح الفوائد أكثر,,1,
جيد وسهل الاستخدام ارجوا ان يصمد ولا يصاب بعطل,,1,
المنتجات ممتازه جدا وجميله ولا تاخذ حيزا كبيرا في المطبخ,المنتجات,1,1
كنت  اتوقع  انها  اكثر  وزنا,,-1,
شكرا,,1,
الجهاز جداً عملي ووممتاز يوفر عليك والوقت والجهد وسهل الاستخدام أنصح الجميع شراء هذي السلع من واقع تجربتي.,الجهاز,1,1
الاله عملية وافضل ما حببني فيها هو انها تعمل البيض بعدة طرق جميله وسريعه مما ادى الى تنافس اطفالي عليها الذي اعاني من قلة اكلهم بشكل عام.,الاله,1,1
المنتجات عملية وجيدة وسهلة التنظيف,المنتجات,1,1
السلعة ممتازة ولكن التسليم كان متأخرا جدا بعد ستة عشر يوما من الشراء واللون أصفر و ليس أسود كما هو مكتوب في وصف السلعة,"السلعة،التسليم",1,"1, 1"
هى غير عملية على الاطلاق حيث تحتاج ليمون كبير جدا ولا تناسب الدارج من الليمون المصرى ولا انصح بشرائها,,1,
كوب لتحضير العصائر مميز لتحضير العصائر بسرعة وسهولة وانصح بشراء وذلك لسهولة تنظيف الكوب وتحضير العصائر بسرعة,كوب لتحضير العصائر,1,1
لا بأس به,,0,
المنتج رااااائع,المنتج,1,1
انصحً. بها.      والسعر مناسب,السعر,0,1
- إيجابيات و سلبيات سانيب برايت طقم قدور ومقالي 3 قطع ‫‫(أزرق)-BSD07250,,1,
ممتازه نوعا ما,,0,
الصينية صغيرة جدا بالنسبة للسعر,الصينية,-1,-1
قطاعه جيده جدا وعمليه,قطاعه,1,1
جيد وممتاز جدا بس مشكلته في التنظيف فقط.,,1,
ما انصح فيها تمنيت اني ما اشتريتها حاولت اقطع فيها البطاطس حلزونيه لكن ماتعمل بالطريقة الصحيحه رديه الصنع,,-1,
المنتج لا انصح بها ابدا,المنتج,-1,-1
"اعجبتني السلعة ،،رائعة التصميم و الالوان ،الجودة متوسطة","السلعة، التصميم و الالوان،الجودة",1,"1, 1, 0"
رائع لكنه ينقطع بسرعة,,0,
راضي عن المنتج,المنتج,1,0
#NAME?,,1,
حنفية البيبسي ممتازة ورائعة,حنفية البيبسي,1,1
جيده وكذلك السعر مناسب لحجم العلب الموجوده ويمكن التخزين على حسب الاحتياجات او شراء المزيد للمحافظه على الاطعمه,السعر,1,1
الصراحه السلعه جيد وانا اليوم استلمتها وانصح بشرائها واشكر البائع,السلعه,1,1
شكرا لك ع مصداقيتك,,1,
ممتازة وخفيفة الوزن ويوجد مكان لتخزين وحفظ البخور,الوزن,1,1
في الحقيقة منتج ممتاز وتستحق الثناء والاقتناء وقد قمت بشرائها عن طريق موقع سوق كوم  وإن كان هناك تأخير في تسليمها لي ولكنها ممتازة بكب صراحه وبعيد عن أي مجاملة .,"منتج،تسليم",1,"1, -1"
ممتازه وعملية ومتعددة الاستخدام ولاتحتاج الى مساحة كبيرة ولونها مناسب مع ديكور المطبخ واتمنى ان يكون لها مثيل من الالمنيوم او الاستيل,لون,1,1
سلعة جيده جدا وسهلة الاستخدام,سلعه,1,1
نظيفة وجيدة وسهلة التركيب وتمتاز بليونة مريحة في الشراب للعصير البيبسي وازالة الغازات ايضا,,0,
اعجبتني فكرة فصل الأحذية عن حقيبة الملابس اثناء السفر والمحافظ عليها وع نظافتها وسهله في مشاهدة الاحذيه واختيار المطلوب بسهوله,,1,
سلعة جيدة جدا وتخزن اعزكم الله الجزم بشكل مرتب لكن التجميع او التركيب فيه صعوبة,سلعة,0,1
خفيف عملي,,1,
السلعة ممتازة وذات خامة بلاستيكية متينة ترتب الاحذية في شكل انيق ونظيف وﻻ تأخذ حيز كبير حيث يمكن تعليقها خلف اي باب .واشكر البائع على جودة منتجه ومصداقيته في مطابقة المنتج للمواصفات والصورة المرفقة بالسلعة,"السلعة،خامة بلاستيكية،البائع",1,"1, 1, 1"
جيدة والبائع كذلك جيد ويستحق الاشادة,البائع,1,1
#NAME?,,1,
منتج حلو وسهل الاستخدام وغير مكلف بس المشكلة انة مافي طريقة استخدامة,منتج,1,1
جيده والشكل جميل وخفيفة الوزن وعمليه .,"الشكل،الوزن",1,"1, 1"
فكرة جميلة وعمليه وسعرها معقول العيب الوحيد ان خامتها ضعيفة شويه لكن فى المجمل هى جيده ....................,"سعر،خامة",1,"0, -1"
توصيل سريع والبضاعة  مرة ممتازة وصلتني سليمة و مغلفة ونظيفة ولي تعامل معك  مرة أخرى . شكرا لك,توصيل,1,1
السلعة تستاهل اكثر من السعر الي شريتها به وفرت ليي مساحة في شنطة السيارة ونظمت الاغراض الموجودة,السلعة,1,1
١- التغليف جيد ولكن وصلت متظرره ومطعجة لضعف الخامة,,-1,
"السلعة ممتازة للغاية ومصنوعة من مواد عالية الجودة, كما أنها عملية وسريعة في غلي المياه وسعرها ممتاز مقابل الجودة العالية وأنا سعيد جدا بها .. وانا أنصح الجميع بأقتناء السلعة لأنها توفر الوقت خاصة قبل الأنطلاق للدوام.","السلعة،سعر",1,"1, 1"
جيده جدأ وممتازة وسماكة الارجل وقوة الدعمات لها وسلاسة القماش واتمنى ان نرى افضل واحسن ادا كان لديكم,,1,
اختراع ذكي و سهل ورخيص ويمكنك من الاستغناء عن اختبارات المختبرات الكبيرة,,1,
ممتازة سهلة التركيب ....,,1,
افضل نوعيه وشكلها جميل,شكل,1,1
المناديل لاتقوم بفائدتها.. تترك بقعة بيضاء ع الملابس ورائحتها سيئة جدا,"المناديل،رائحة",-1,"-1, 1"
رديئه جدا جدا,,-1,
قمت بطلبها مرتين وفي المره الاولى تم ارجاعها وذلك لارسالهم منتج تنظيم شنط خلف الباب,,-1,
ممتازه جدا يمنع دخول الاتربه والحشرات ويحمي المنزل من الاوساخ وسهل الإستخدام  وانصح الجميع باستخدامه,,1,
الخامة خفيفة ولابد استعمالها بحذر,الخامة,1,-1
السلعة بطيئة غير متزنة تتفكك بسرعة بطيئة غير عملية,السلعة,-1,-1
خامة جيدة ومتينة والتصميم جذاب جداا والسعر مناسب جدا وفترة التوصيل والشحن ممتازة وتغليف السلعة جيد,"خامة،التصميم،السعر،التوصيل و الشحن،تغليف السلعة",1,"1, 1, 1, 1, 1"
خفيفة و سهلة الاستخدام و تنظف جميع الاسطح. يمكن استخدامها في الاسطح المبللة لكن الجهاز لايمكن وضعه داخل الماء. تحتاج لبطارية لايمكن وصلها بالكهرباء.,,1,
هذه السلعه كنت افكر انها جيده ولاكن العكس سئيه وكنت افكر في اقتنائها ولاكن تم ارجاعها للعميل لانها لاتعمل,السلعه,-1,-1
صغيرة جدا ولا تأخذ مساحة في الحقيبه. سهلة الطي وعملية. الوانها رائعه. مصنوعه من البلاستك لايمكن وضع الملابس الثقيلة جدا عليها.,"الوان،الملابس",1,"1, -1"
رااائعة وعملية,,1,
خصائص المنتج جيدة لكن جودته سيئة جدا ولا انصح بإقتنائه,"خصائص المنتج،جودة",-1,"1, -1"
المضخة لا تعمل اذا انا اشترى مروحه وليس مبرد هواء وتقدمت بشكوه ولم يهتم احد بي حتى الان فقمت بتصليحة على حسابى لذا لا انصح احد بشراؤه,المضخة,-1,-1
خفيفة عملية تعمل بكفاءة عالية تصميم متقدم,,1,
"الممسحة ممتازة, والسعر معقول","الممسحة،السعر",1,"1, 0"
أنصح بها,,1,
"السلعة جيدة جدا ،واستعمالها مفيد ،قد أقدتي قطعة أخرى منها ،إن حصلت عليها بنفس السعر الأول",السلعة,1,1
فكرة رائعة وتفي بالغرض تماماً,,1,
روعه صراحة وخصوصا فتحات الشحن يواس بي,,1,
للاستعمال المنزلى والسيارة والحديقة,,1,
رائعة وخفيفة وسرييعة في الاستعمال انصح بأستخدامها ومحافظ في شكلها الى ان وصلت,,1,
السلعة ممتازه جدآجدآ وأنصح الجميع بشراء هذا المنتج لانه يوفر عليك عناء الخروج في الشمس وفي حال وجودك في الشقة فهو مناسب جدآ لك  وفي حال سقوط المطر فهو مناسب جدآ جدآ,السلعة,1,1
"السلعة جميلة جدا , لكن أنصح البائع بالاتصال على المشتري والتواصل معه بشأن اختيار اللون المناسب للمشتري",السلعة,1,1
عملية و خفيفة الوزن ومتوسطة الحجم . لاتأخذ حيز من المكان تصلح لعائلة صغيرة . للاسف غير مقاومة للصدء.,"الوزن،الحجم",1,"1, 0"
"أقلام رائعة جداً لتغطية خدوش الأثاث الخشبي والأرضيات , أنصح الجميع باستعمالها.",أقلام,1,1
مريحة في الاستخدام وسهلة التنظييف,,1,
"فكرة جديدة ورائعة وبالفعل تم تطويرها بحيث لاتنتقل الحرارة الى اليد أثناء التشغيل ولكن يوجد عيب كبير في المنتج وهو أنه في حالة تشغيله لفترة طويلة متواصلة سرعان مايتمزق الغطاء البلاستيكي العلوي وكذلك القاعدة البلاستيكية بسبب الحرارة،وكذلك يوجد صعوبة في خروج الدخان من الاعلى بسبب وجود سدادة داخلية لاأعلم مافائدتها وللعلم فقد قمت بإزالتها مؤخرا.",المنتج,-1,-1
الله يعطيك العافية,,0,
جيد بالنسبه للبطاريات,,1,
سلعة فعلا مطورة ومعالج فيها سلبيات الموديلات الأخرى سواء من السخونة والتحمل والأمان,سلعة,1,1
جيدة نوعا ما,,-1,
جيده ومناسه,,1,
ممتازة أعجبتني كثيراً لكن صلة الوصل بين القاعدة والذراع ضعيفة فانكسرت الممسحة بسرعة,صلة الوصل,1,-1
السعر اعلى من السوق,السعر,0,-1
سلعة ممتازة وجسم قوى وتثبيت قوى على سطح املس وذراع معدنى يزيدها قوة,"سلعة،جسم،تثبيت",1,"1, 1, 1"
سهل الاستخدام والتنقل بة الى اي مكان ليس فية ضررر او مخاطر على الصغار,,1,
البضاعة ممتازة وكما كان متوقعا.,البضاعة,1,1
انصح الجميع بشرائها,,1,
جميل ومرتب حيث يحمل عدد خمس فرش اسنان بالاضافة الى المعجون.فكره جميله وعمليه,,-1,
منتج رائع وانصح به كل شخص,منتج,1,1
بعض السكاكين تلمة والباقى  السكاكين كويسة,السكاكين,0,0
السلعة جيدة جدا بإستثناء بعض الوانها الغير مناسبة ولاكن مفيدة وعملية وتساعد في جمع الأغراض دفعة واحده,"السلعة،الوان",1,"1, -1"
ممتازة جدا .... و القواطع بتاعتها حامية و نضيفة و سهلة التنظيف .... موفرة للوقت و الجهد بصورة كبيرة جدا,القواطع,1,1
خامه ضعيفه جدا ورديئه وليس كما بالصوره ولا يحمى من اى شئ,خامه,-1,-1
ممتاز جدا ويعمل بالبطاريات وشكلة متناسق وجميل,شكلة,1,1
انصح بها,,1,
المنتج غير عملي و معرض للتلف سريعا,المنتج,-1,-1
السلعة مناسبة مقارنة بسعرها,السلعة,1,1
رائعه و جيده و تؤدي الغرض المصنوعه من اجله و كذلك المواد المصنعه منها جيدة و انصح بقتنائها للاهل و الا صدقاء و الزملاء في العمل,,1,
جيدة جدا . ماعدا كون جسمها الخارجي غير عازل للحرارة,جسمها الخارجي,-1,1
راااااااااائعة جدا جدا,,1,
سعيد جدا بامتلاك هذه العصارة لجودتها وسهولة استخدمها وسرعة ونقاء العصير بها,"العصارة،العصير",1,"1, 1"
ممتازه العيب في حجم الكاس,حجم الكاس,1,-1
هذه التاجرة صادقة جدا,التاجرة,1,1
قمة في الروعة والسعرر جدا ممتاز على الجوده والنوعيه,السعر,1,1
"تصميم رومنسي فعلا و جودة ممتازة ،شكرا لكم","تصميم،جودة",1,"1, 1"
حلووووووووووووو,,1,
رائعه جد,,1,
مناسبة لسعرها و لكن لم يعجبني مفتاح الهواء الاضافي حيث إنه عند إستخدامه يقوم بضخ الكثير من الماء و ليس البخار,,0,
الحجم كويس لاتأخذ مساحة ف التخزين مواصفات ممتازة,الحجم,1,1
ممتاز وذو كفاءه جيدة وعملي على الوجه المطلوب,,1,
ممتازة جدا بالنسبة لسعرها البسيط,سعر,1,1
نابوليتانو  مريحه في الاستخدام   اصنع قهوتك بنفسك,نابوليتانو,1,1
رائع جدا جدا انصح به لصديق,,-1,
الميزان اشتغل شوية وبعدين خرب ولم يعمل مرة اخرى حتى تاريخه والبطارية تنتهى بسرعه جدا,الميزان,-1,-1
سهله الاستخدام والاستعمال,,1,
منتج رائعه جدا و حجمها كبير ( liter 1) و لم يكن هناك تأخير في إيصال الطلبية و تعامل رائع أيضا,"منتج،حجم،الطلبية",1,"1, 1, 1"
ممتازة جدا للتنظيم,,1,
"الممسحة ممتازة, والسعر معقول, فترة التوصيل 3 أيام","الممسحة،السعر",1,"1, 1"
المفصلات المستخدمه ضعيفه و غير متماثله الشكل,المفصلات,-1,-1
منظم لادوات التنظيف,,1,
صغيرة تكفي لقطعه واحده لذلك تحتاج لشراء كميه اكثر,,0,
#NAME?,التركيب,1,1
البلاستيك المصنوعة منه هش جدا مع حاجة المستخدم لاستخدام الضغط اثناء العمل عليها,البلاستيك,-1,-1
سىئ جدا اشتريت جهازين ولاهي شغاله الرجاء الأمانه والمصداقيه في صلاحيتها,,-1,
#NAME?,,-1,
ان شاء الله يتم تقييم السلعه عند وصولها لكن لی ف المبخره لو يكون فيها الوان,,1,
سعر البضاعه مقارنه بالفكره ممتاز جداً,سعر البضاعه,1,1
ساعة سيئة جداً ولا يأتي معها كتيب للتركيب حيث جودتها سيئه للغاية .......................................,ساعة,-1,-1
السلعة جميله وانصح ان تشتروها,السلعة,1,1
بصراحة رائعة و ممتازة و سهلة الاستخدام و ممكن الابداع فيها بعدة طرق خصوصا في غرف النوم و للمسارح و الاماكن المظلمة,,1,
تشكيله من احدث موضات الساعات,,0,
ممتازة جداً ولها منظر جميل بعد لصقها على الحائط,منظر,1,1
جميله اضفت جو رائع و مختلف للمكان فكره جميله و مبدعه,,1,
سلعه حلووه ومافيها اي اضرار من الشحن,سلعه,1,1
ممتازة ورائعة,,1,
ياليت كمان تكون هناك افكار كثيرة تختار منها,,1,
السلعة جيدة و تفيد فعلا في التقليل بشكل كبير من نسبة دخول الحشرات و الغبار و الأتربة,السلعة,0,1
- إيجابيات و سلبيات حامل أجهزة التحكم عن بعد TK 4558A-1,,1,
سماعه متناغمه وتتميز بصوتهاالرائع على السماعه المذهله   في سماعه البيتس المذهله,"سماعه،صوتها",1,"1, 1"
ماركة معروفة وسعر مناسب,سعر,1,1
رائعة جدا  والتعامل مع خدمة الزبائن راق جدا جدا,خدمة الزبائن,1,1
السلعة ممتازة جدا موفقين وانصح بشرائها وتجربتها ومن بعد ذلك يمكنم التقيم لهذه السلعة وجربوها ما راح تندمون,السلعة,1,1
تم طلبه لزوجتي لعدم وجوده في الكثير من الصيدليات وعند وجوده سعره يكون ضعف الموجود في الموقع .,سعر,1,-1
"شكله جميل جداً ،وبما اني اول واحد يقيم ،اتمنى انه يجيني هديه ،وشكراً ..",شكل,1,1
ليست جيده وكبيره جداااجدااامو وسيع شكله كبير يعني ينحط زينه..,,-1,
منتج رائع وانصح بشرائه,منتج,1,1
لانصح بة,,-1,
شكرلكم,,-1,
رائعة أصلية 100%,,1,
ممتااااااازه وثاااابته و احلى مييزه فيهااااا انها ضد الماء الوانها جدا غامق مرااااااااااا حبيتها ولم أندم ابدا على شرائها,الوان,1,1
سلعه جميله اللون والجوده,سلعه,1,1
سلعة جيدة وصلت بحاله جيدة كما معلن عنها وبنفس المواصفات,سلعة,1,1
خفيف عالبشرة ولطيف جدا عليها ويعمل على تفتيحها بشكل جميل,,1,
سلعه جميله جدا شكلها انيق,"سلعه،شكل",1,"1, 1"
السلعة صراحة عجبتنا و اشترينا منها 5 -,السلعة,1,1
ثباته رائع على الشفاه وهو ضد الماء,,1,
ممتازه نوع ما,,-1,
العلبه مفتوحه وغير مغلفه وعليها اثار خدوش كانها مستخدمه من قبل او موضوعه للعرض,العلبه,-1,-1
منتج رائع للبشره وناسبني جدا..والنتيجه كانت مرضيه وكريم الاساس صار معاه احلى وثابت اكثر,منتج,1,1
ممتاز بائع جاد انصح التعامل معه,بائع,1,1
سلعة جيدة وموفقة,سلعة,1,1
جيده جدا و يميزها الجوده العاليه لكن حجمها صغير نسبيا وهذا لا يعيبها وانصح بها كهديه لحبيبتك ايا كانت.,حجم,1,0
مممممممممممممممممممممممممتازه جدااا ثاااابت يرررررطب بعمممق ويدووم طويلااا  وكما هوو مطلوب  انصح فيه,,1,
جوده المنتج رائعه الالوان جميله جدا جدا   ومواكبه للموضه والوانها كثيره,"جوده المنتج،الالوان",1,"1, 1"
ممتاز شكرا للبائع وشكرا لـ ( سوق كوم ),,1,
كإستخدام و كقطعه فنيه فهيه جميله جدا وتضفي رونقا خاصا للغرفه كتحفه فنيه غالية القيمه أنصح الجميع باقتنائها,قطعه,1,1
اللون راائع وثااابت ويروطب ويدوووم طووويلا  وكما هوو مطلووووب كان هناك تاخير بسيط انصح بشراءه وتعامل ممتاااااااااز,"اللون،تعامل",1,"1, 1"
رااااااااااائعه وشكلها جمييييل الماسكارا والرموش والفرشه وقلم الكحل وأيضا الشاااااادو ممتاز انصح بيها,"شكل،الماسكارا،الرموش،الفرشه،قلم الكحل",1,"1, 1, 1, 1, 1"
جميله لكن احدى العبوات ليست ممتلئة  كالاخرى,العبوات,0,-1
شكراً على هذه السلعه الجيدة,السلعه,1,1
رااااااااااااااائعه ودرجة الوانها أجمل من الصوره  انصح الكل انو مايتردد يشتريها فوراااااا االماسكارا والرموش والفرشه وقلم الكحل جودتها ممتازه,"الوان،الماسكارا،الرموش،الفرشه،قلم الكحل",1,"1, 1, 1, 1, 1"
"السلعه ما شاء الله تبارك الرحمن اﻷصليه وكانت بعلبة هدايا جدا"" مرتبه ومغلفه بشكل حلو",السلعه,1,1
الوان جميلة بلمعة خفيفة مناسبه جدا  سأشتري المزيد منها لأهديها لأقاربييييييييييييييييييي و صديقاتييييييييي,الوان,1,1
عملية وجيدة جدا وسعدت بالتعامل معكم,,1,
حلوه وتناسب الكل,,1,
١- التغليف المحكم للسلعه,,1,
سلعة جميلة ورائعة..,سلعة,1,1
انصح فيه جدا الوانه روعه وثابته,الوان,1,1
جزاك الله خير وسعدت بالتعامل معاك,,1,
سريع في الشحن والتوصيل,الشحن والتوصيل,1,1
مجموعة رائعة بألوان مختلفه جميله,,,
جميلة جدا وتعطي تغطية جيدة للبشرة ولها جودة عالية ايضا اشكر موقع سوق على توفيرها لنا اتمنى تجربتها من قبل الاخرين,جودة,0,1
سهلة الاستخدام جدا. و نوعيتها ممتازه. و اللون طبيعي جدا مع لون البشره لا يظهر أي اختلاف في اللون حتى لو لم أستخدم كريم أساس حيث بامكاني استخدامها يوميا ولا يتوجب علي وضع مكياج او كريم اساس معها.,"الاستخدام،نوع،اللون",1,"1, 1, 1"
منتج مره حلو وانصح الكل فيه,منتج,1,1
المنتج جميل ولاكن يحتاج جليبريك,المنتج,1,1
صناعة سامسونج,,1,
الفلاش ممتاز من كل النواحي ما عدا أنه لا يدعم USB 3 لهذا فالنقل نوعا ما بطيء.,الفلاش,1,1
ممتازة جدا والأهم سعره المناسب,سعر,1,1
السلعه سيئه من وجهة نظري وليس لها أي فائده,السلعه,-1,-1
سلعة ممتازة انصح الجميع بشرائها ..,سلعه,1,1
السلعة ممتازة ونتمنى سرعة وصولها في المستقبل,السلعة,1,1
هل تدعم اللغة العربية وهل الكيبورد يدعم اللغه العربيه,,1,
حرام ادفع فيها لو ريال واحد انصح بعدم شراء السلعه لانها فاشلة جدااا,السلعه,-1,-1
جهاز مفيد وممتع لمشاركة جميع وسائط الجوال والاجهزة اللوحية والتابلت الى شاشة اﻷسرة مع امكانية التحكم التام بالجوال اثناء العرض والاستخدام بالمكالمات وغيرها,جهاز,1,1
اشتغل لمدة خمس دقائق وانقطع وقد حاولت عدة مرات بدون جدوى,,-1,
جيده جدا وتستحق سعرها,سعر,1,1
سعره غالي وﻻ يثبت,سعر,-1,-1
لون رائع وجذاب. سريع الجفاف. سهل الاستخدام. الكرستالات رائعه وبريقها اروع. التعليمات غير واضحة على العلبه.,"لون،الكرستالات",1,"1, 1"
ممتاز ويتوافق مع المعروض,,1,
منتج جميل وسعره ممتاز شكرا لكم ولتعاونكم و لتوفير مثل هذا المنتج على سوق دوت كوم وبهذا السعر المعقول والمناسب ولارسالكم للمنتج بسرعة كافية,"منتج،سعره",1,"1, 1"
جميل جدا جدا جدا..,,1,
فضيع وجميل الوانه ان شاء الله بشتري علبه الاخري الوانه,,1,
