Column1,Sentences,Aspects,Sentences Sentiment,Aspects Sentiment
906,"يستحق الزيارة 
استمتعت فعلا حيث التنوع بمشاهدة الكائنات البحرية بأشكالها
كذلك قسم الزواحف من بيئة الامارات العربية اكثر من رائع
ما لم يعجبني ان يطلب تصويرك ومن ثم تتفاجأ بأنه عليك ان تدفع 225 درهم لتأخذها
","التجول، الكائنات، قسم، بيئة",1,"1,1,1,1"
907,"راااااااااااااااااااااااائع 
رائع لم يعجبني فقط الفواصل اللي يمنعوا الناس بها من الاقتراب و التصوير...حيث روعة المكان تكمن في ان نلمس الزجاج بالقرب من السمك
","الفواصل، المكان",1,"1,1"
908,"روعه 
النافورة جميله و العرض جميل جدا بس أحلى شي بالشتاء ﻻن في الحر صعب الواحد يتحمل الحرارة اﻻ لو كنت في أحد المطاعم القريبة منها
ﻻ تفوتكم
","النافورة، العرض، الحر، المطاعم",1,"1,1,-1,1"
909,"نافورة خرافية 
النافورة الراقصة خرافية وجميلة جدا وتشعرك بتقنية رفيعة المستوى وهي بالقرب من برج خليفة وتغلق الساعة الحادي عشرا ليلا
","نافورة، النافورة الراقصة، بتقنية",1,"1,1,1"
910,"رائعه 
احرص عند زيارتي لدبي الذهاب لنافورة دبي الراقصة والجلوس وشرب القهوة والاستمتاع فترة المساء بعد التسوق بدبي مول
",فترة المساء,1,1
911,"
بردبي انصح بالزياره من بعد العصر حيث تاخذ لك قارب صغير وتتجول به في ارجاء بردبي اما بعد الساعه التاسعه بتوقيت دبي فسوف ينهل الحضور بالنسبه للناس التي حجزت في بعض السفن الكبيره التي تتعاون مع بعض الفنادق حيث يوجد بها المهرجانات والمطاعم وتستمر الرحله لمدة ساعتين ونصف
",بردبي,1,1
912,"مول ذو تصميم بديع 
ميركاتو مول من المراكز التجارية الرائعة في الجميرا
والتجول فية ممتع واكتشفنا انا واصدقائي انة افتتح مؤخرا سينما فوكس وارتاح للتبضع منة
وكذالك سوبر ماركت اسفيني
ويستحق الزيارة
","المراكز التجارية، التجول",1,"1,1"
914,"عيد ميلاد جاسم 
استمتعنا بالاقامة بفندق أتلانتس على الرغم من تدني مستوى الخدمة في الفندق من جميع الجهات الخدمية والاشرافية الى الرقم صفر، ولكن أكثر شي ممتع كانت الحديقة المائية بجميع الموظفين المتعاونين لدرجة أنه لايسعك الى المبيت في الحديقة جميع الأطفال والكبار أيضا استمتعوا بجميع مرافق الحديقة
","الاقامة، مستوى، الجهات، الحديقة",1,"1,1,1,1"
915,"المدينه المائيه 
شبيهه جدا لالعاب ( صنواي ) بماليزيا بكوالا لمبور .. وفيها المتعه والاستجمام لان جميع العابها بالماء
واتمنى ان ازور هذه المدينه عن قريب
",المدينه المائيه,1,1
916,"اجمل مدينة مائية بالشرق الأوسط 
فعلا كانت الزيارة ممتعة جدا ,الألعاب جميلة,قريبة ,غير متعبة ,مثيرة جدا ولا ترغب بالخروج منها كل شي متوفر واعلى من المقاييس العالمية ,حاولت ان اجد خطأ واحد اوحتى نقد ولكن مستحيل المكان رائع
","مدينة، الزيارة، المقاييس، المكان، منظر",1,"1,1,1,1,1"
917,"روعة 
دبي مول هو افضل مول في دبي من حيث التنظيم والترتيب والحجم والمحتويات
منطقة المطاعم تمنيت لو كانت أكبر
اماكن الترفيه رائعة
كيدزينيا للأطفال
وأكواريوم والسينما للكبار والصغار
","دبي مول، التنظيم، الترتيب، الحجم، المحتويات، منطقة المطاعم، اماكن الترفيه",1,"1,1,1,1,1,-1,1"
918,"اكثر من تجربة تسوق 
دبي مول يقع على شارع الشيخ زايد بالقرب من برج خليفة ، يتميز بالكم الهائل من المحلات من الكترونيات واثاث وازياء وملابس ويتعدى التسوق بوجود حوض الاسماك العملاق والذي يعد من اكبر الاحواض في العالم .
كما يمكنك الاستمتاع بشاهدة النافورة الراقصة الاكبر على مستوى العالم عند البوابه المقابله لبرج خليفة لتعيش لحظة ترسم في الذاكرة الى الابد .
","دبي مول، حوض الاسماك، بمشاهدة النافورة الراقصة",1,"1,1,1"
919,"dubai 
دبى مول من اجمل معالم المدينه وسيتى ستارز حيث المطاعم والماركات العالميه الت يطلبها السائح وهناك يوجد عروض ترفيهيه
",دبي مول,1,1
920,"أفضل مول في الشرق الأوسط 
من ارقى المجمعات في العالم
فهو يبهرك بتصميمه الجميل ومحلاته الاروع ويجمع الفخامة والذوق معا
مواقف السيارات متوفرة بشكل كاف والمحلات مرتبه بشكل جميل وكما ان المطاعم تبهرك بتنوعها وانتشارها وكما يقع داخله برج خليفه وهو اطول برج في العالم
وانصح الجميع بزيارته فهو معلم بارز جدا وستقضي وقتا ممتعا حتما فيه
","بتصميمه، محلاته، مواقف السيارات، المحلات، شكل، المطاعهم، بتنوعها، وانتشارها، برج خليفه، معلم، وقتا",1,"1,1,1,1,1,1,1,1,1,1,1"
921,"زيارة لاتنسى 
دبي مول .. من اجمل المعالم اللتي زرتها في دبي من حيث الجمال وتوفر كل مايطلبه السائح من ماركات عالمية اضافة الى ارقى المطاعم العالمية في ذلك المكان .
","دبي مول، الجمال، وتوفر كل ما يطلبه السائح، ماركات، المطاعم العالمية",1,"1,1,1,1,1"
922,"زرته مرتين 
اعجبني كل شي ما عدا شي واحد مؤسف وسيء وهو الطابور من السياح الواقفين اكثر من ساعه لأنتظار التاكسي
شنو هدا ؟ اووف لعنت اليوم اللي زرت فيه المول وعندي صور للطابور
اول مرة اشوف شي كدة في حياي
لازم الحكومه تسوي حل
","كل شي، الطابور من السياح الواقفين اكثر من ساعه لأنتظار التاكسي",1,"1,-1"
923,"ترفيه جميل 
اعجبنيجميل أعجبني منظرdolphin يعجب الكبار والصغار وجميع الأعمار مشروع جميل لزيادة الدخل والترفيه بنفس الوقت
","ترفيه، منظر",1,"1,1"
924,"فيه كل ماتتمناه 
معلم رئيسي للسياحة لايمكن نسيانه حيث السينما والاكواريوم والعاب الاطفال مثل عالم كدزانيا و جمهورية السيجا , وكذلك التسوق فيه ممتع جدا"".
","معلم، التسوق",1,"1,1"
925,"ابراج رائعة 
سكنت في الفندق في ملرس 2013.
وكررت الزيارة للمركز التجاري في هذا المرة
وحقيقة ان التسوق فية رائع وممتع
مع الاسعار مرتفعة
سوف اقوم بزيارة اخرى ان استدعت الحاجة
","ابراج، التسوق، الاسعار",1,"1,1,-1"
926,"الموقع 
الرسبشن مرتب وحسن استقبال الموظفين.... يصلح للرجال الاعمااااال الغرف وااااااسعه لكن تحتاج الى تجديد... ممكن استخدااام خدمات الجميره توجد ياصات تاخذك الى هنااااك....وتوجد مطاعم راقيه في المجمع
","الرسبشن، وحسن استقبال الموظفين، الغرف، مطاعم ",1,"1,1,1,1"
927,"ابراج الامارات جميلة جدا 
وهذه كذلك انصح الجميع بالقيام بزيارتها والقيام بجولة فيها وتعتبر طريقة الوصول اليها سهلة جدا وبالمترو تكون اسهل جدا وارخص ,,, كل شي بدبي رااائع جداااااا وجميل ولاتفوتكم زيارة برج خليفة واتمني لكم اقامة طيبة بدبي
","ابراج الامارات، طريقة الوصول، كل شي، اقامة",1,"1,1,1,1"
928,"أحب دايما اسيرها 
نافورة دبي الراقصة .. كل مره يغيرون النغمات .. احلى منظر لها بالليل وبالشتا لأن الجو خباااااااااااال .. اما بالصيف بتموت حررر الا اذا كنت داخل مطعم مواجه لها ..
","نافورة دبي الراقصة، الجو",1,"1,1"
929,"مميزه و مبهره 
اجواءها جميله و مشوقه جدا و بجانبها أكبر مول في دبي و هو دبي مول. للتسوق و بجانبها اطول برج في العالم برج خليفه
",اجواءها,1,1
930,"جميلة 
معلم رائع يتميز بالتنظيف والفكرة الرائعة من خلال اضافة الموسيقى اليه كل نصف ساعة ابتداءا من الساعة السادسة مساءا اتمنى من المشريفين على النافورة اضافة مقاطع موسيقى عراقية جميلة.....المهندس محمد عادل
","معلم، بالتنظيف، والفكرة، مقاطع موسيقى عراقية",1,"1,1,1,1"
931,"
نافوره رائعه في دبي مول مقابل برج خليفة من الافضل مشاهدته من اعلى قمة برج خليفة لكي ترى النافوره كامله ويفضل دخول موقع دبي مول لمعرفة اوقات عمل النفوره
",نافوره,1,1
932,"يسحر العين 
منظر جميل مع انغام الموسيقي والالوان الساحرة تبهرك وتمضي اوقات جميلة بمشاهدة نافورة دبي وتنبهر اكثر برؤية الزوار المتابعين لهذا الجمال الطبيعي
","منظر، والالوان، اوقات، الجمال",1,"1,1,1,1"
933,"نافورة راقصة 
في البحيرة المحاذية لبرج خليفة والمول الكبير "" دبي مول "" تم تركيب نافورة راقصة تتناغم مع الموسيقى والألوان الضوئية وتأخذ أشكالا عديدة تبهر الجميع الذين يحضرون من كل مكان خصوصا بعد الغروب حيث الكل يصور تلك الفنون والحركات والاصوات الصادرة من النافورة.
",أشكالا,1,1
934,"نافورة جميلة 
نافورة رائعة في مول الامارات مقابل برج خليفة استمتعنا بمنظرها الخلاب وهي ترقص عى اصوات الموسيقى جميله جدا انصح بزيارتها بشدة
","نافورة، بمنظرها، اصوات الموسيقى",1,"1,1,1"
935,"واو 
مبهرة ، حاول أن تأتي في وقت عروض النافورة حيث ستشاهد نافورة مختلفة وجميلة وهي بجوار دبي مول ، شكراً لكمممممممم
",نافورة,1,1
936,"انبهار تام 
حيث يوجد المتعه البصرية والسمعيه تجدها هنا في هذه النقطة حيث امامك اكبير نافورة راقصه بالعالم وقريب منها اطول مبنى في العالم وفي الخلف يوجد اكبر مول في العالم حيث تنوع المقطوعات الغنائيه للنافورة قمة في الابداع وسلامي لسمو سيدي الشيخ المحبوب المحب محمد بن راشد ال مكتوم
",المتعة,1,1
937,"ممتعه 
اجواء خلابه خصوص لما يكون الجو معتدل تستحق الانتطار والجلوس بالقرب من المطاعم التى بامكانك مشتهدن النافوره والاستماع بالاجواء
",اجواء,1,1
938,"حتما يجب أن يكون رائع 
استمتع بزيارة أطول برج في العالم والنافورة الراقصة، والاستمتاع بوجبتك في أحد المطاعم بجانب النافورة الراقصة، كما يجب أن تزور دبي مول المول المصاحب لهذا البرج
","بزيارة أطول برج في العالم والنافورة الراقصة، بوجبتك",1,"1,1"
939,"قمة البرج_سكاي 
لقد قمنا بزيارة ميدانية من قبل إدارتنا ، كانت الجولة بمرافقة عدد من موظفي برج خليفة، جولة في الطالبق الأعلى الذي افتتح حديثا ومنظر دبي وساحل الخليج العربي الخلاب أكثر من الروعة، والالتقاء بجميع الجاليات من مختلف بلدان العالم وفرحتهم بالقدوم الى دبي وبالأخص برج خليفة يبعث الى السرور والفخر
",وساحل الخليج العربي ,1,1
940,"معلم 
برج جميل جدا ووميز وذو اطلالة فريدة وجلسات رائعة ونافورة مع صوت الموسيقى ومطاعم ذات مستوى متميز وتذكارات جميلة
","برج، اطلالة، جلسات، مستوى، تذكارات",1,"1,1,1,1,1"
941,"قمة 
قمة في قمة برج خليفة الرائع المطل على مدينة دبي ولكن سعره مرتفع قليلا وعدم وجود تكييف او مراوح هواء لأن الجو حار جدا
","برج خليفة، سعره، عدم وجود تكييف او مراوح، الجو",1,"1,-1,-1,-1"
942,"تجربة غير قابلة للنسيان 
منذ اكثر من عشرة سنين وانا استخدم عبرة خور دبي من بر للديرة اي منذ كان سعرها ربع درهم الي ان وصل في وقتنا الحالي الي درهم والأن اصبحت أستخداماتيلها إقل وهي ممتعة  واذكر في احد المرات كنت اطعم طيور النورس البحرية وخلال تهافتهم علي فتات الخبز الذي كنت القية بالبحر لهم مر احد الطيور علي راكب بجانبي وحدث ان تساقطت علي الركب ما افسد علية قيمصة الجديد وحاولت ان اقوم بشئ من التعويض لة لكنة غضب  مما جعاني اترك عادة اطعام الطيور والمهم لا تدعو فرصة ركوب العبرة تفوتكم وسلامتكم
","تجربة، عبرة خور دبي",1,"1,1"
943,"المكان الابرز 
برج خليفة ودبي مول ابرز الاماكن التي يجب زيارتها في دبي
اذا زرت دبي ولم تذهب الى برخ خليفة ودبي مول فأنت لم تزر دبي ....
المطاعم منتشرة بكثرة وبكافة الاذواق ومختلف الاصناف فهناك الشرقي والغربي والشرق اوسطي
دبي مول وبرج خليفة لا بد من تخصيص يوم كامل لزيارتها
",المكان,1,1
944,"برج خليفة 
من اجمل ما شاهدته في دبي ,المكان جدا نظيف وانيق .
تنسيق المباني والاسواق والمطاعم جدا رائع يقع مول دبي بنفس المكان ايضا وهو من اهم مراكز التسوق في دبي والامارات
","برج خليفة، المكان، تنسيق المباني، والاسواق، والمطاعم",1,"1,1,1,1,1"
945,"أطول ابراج العالم 
برج خليفه يوجد به اجود المطاعم في دبي وبه قمه قد تصل إليه بشراء تذكره من دبي مول بقيمة 225 درهم بطريقه غيرمباشره أي بعد يوم او يومين من اخذ التذكره اما الطريقه المباشره فتأخذ تذكرة بقيمة 400 درهم حيث ستستمتع بالقمه من برج خليفه وترى الخيال
",برج خليفه,1,1
946,"الثلج وسط الصحراء 
عندما دخلت لسكاي دبي نسيت نفسي اني في مكان صحراوي هذا المكان كفيل ان يجعلك تنسى انك في هذا البلد الحار تعيش اجواء مختلفه وكأنه مكان حقيقي في لبنان او سوريا انه روعه
","البلد، مكان",1,"1,1"
947,"تجربه رائعه 
هذا المكان رائع بداخل الامارات مول
يحتوي على عدة انشطه ومن ضمنها لقاء البطاريق والتزلج بواسطة لوح التزلج ""تحتاج لمعرفه وتدريب""
وايضا التزلج باستخدام الكفرات
انصح بزيارته
يعيب عليه ارتفاع اسعار الدخول
","تجربة، المكان، ارتفاع اسعار الدخول",1,"1,1,-1"
948,"رائعة .. ولكن ، اسعارها غير رائعة 
كفكرة جميلة جدا ورائعة للاطفال وللصغار والكبار لقضاء وقت ممتع ومفيد في اجواء الثلوج القطبية التي نفتقدها تماما في بلادنا ، ولكن الاسعار خيالية وغير معقولة ؛ زرتها مع العائلة في 2006 وكانت الاسعار نصف الموجودة الان ، هذه المنشأة من معالم مدينة دبي يجب ان تكون اسعارها متاحة للجميع
","اسعارها، كفكرة، الاسعار",1,"-1,1,-1"
949,"نصابيييين والاسعار ماراا غاليه 
صح الفكره حلوه والمكان جميل
بس الاسعار فيها نصب واحد
اي شي جوا منفصل سعرو عن الشي الثاني
ماااارا ماينفع كدا
","الاسعار، الفكره، المكان، الاسعار",1,"-1,1,1,-1"
950,"علامة ممزية 
تعتبر نافورة دبي من العلامات المميزة لمدينة دبي ... وجاذب كبير للسياحة .. وتوجد في مكان مميز وهو قربها من برج خليفة وفي بي مول
","علامة، نافورة دبي، مكان",1,"1,1,1"
951,"اجمل نافوره في الخليج 
من اجمل النافورات في الخليج العربي حيث ترقص على انغام الموسيقى بشكل رائع انصح بزيارتها ليلا ومن ثم الاستمتاع بالمطاعم التي بجانب النافوره
",بشكل,1,1
952,"جميلة 
النوافير جميلة عند تشكيلها وارتفاعها واﻻنوار مجملتها بالليل
روعة المكاان وماتحلى دبي اﻻ بمشاهدتها.....
","النوافير، روعة المكان",1,"1,1"
953,"واو 
مرا حلو الصراحة رائعة خصوصا أن هي ترقص على الأغاني
أحلى شئ أن ترقص على اغنية
مايكل جاكسون ومرا حماس حتى الزائرين قامو يرقصو
","أن ترقص على اغنية
مايكل جاكسون",1,1
954,"أعطت حياة للمكان ولا يقل متعة مشاهدتها عن برج خليفة بل تتفوق عليه 
مكان مفعم بالحياة مع وجود العديد من الناس من مختلف الجنسيات والثقافات ومع وجود مطاعم متنوعة من شتى البلدان ووجود دبي مول بالجوار
",مكان,1,1
955,"اروع نافورة راقصة في حياتي 
في الحقيقة مع كثرة سفرياتي لم اري اروع من هذة النافورة
كل مرة ازور دبي لازم امر عليها واصور فيديو
حقيقة ممتعة وروعة ولا في الخيال
شكرا لدبي ودبي مول خاصة
",نافورة,1,1
956,"معلم جميل 
أعجبتني نافورة دبي واستمتعت بمشاهدتها قبل الغروب وكانت قطرات المطر تتساقط فوق الماء بسكل جميل أضاف لها بعد آخر
","معلم، نافورة دبي، بسكل",1,"1,1,1"
957,"برج خليفة - نافورة دبي 
نافورة دبي عبارة عن نافورات تتراقص وتتمايل على أنغام الموسيقى الشرقية والموسيقة الهاادئة وكل مايشد أنتباه المشاهد الآندماج لحظة البداية والأثارة وقت الفعاليات والتشوق في النهاية ز
",الموسيقة,1,1
958,"نافورة الاحلام 
الروعه في النافوره انه هناك ابداع بالرقص على انغام الموسيقى المختلفه وليس لدي تعليق سلبي عنها لانها عمل متكامل مهما كانت حالة الشخص النفسيه فأنه يعيش بعالم مختلف ينسى كل المتاعب والهموم
","نافورة الاحلام، بعالم",1,"1,1"
959,"منظر جميل 
من اجمل الامور في مدينة دبي
يبدأ العرض غالبا في الساعه 6 مساءا ويستمر كل نصف ساعه عرض اخر وحتى العاشرة او 11 مساءا
رائعه جدا لو اخذت مكان مناسب للمشاهده مثلا مطعم او كافي وتستمتع بالمشاهده
",منظر,1,1
961,"تقيم 
مشروع عمل رائع من حيث الفكرة والبناء والموقع والخدمات وسرعة المصاعد حيث تمكنت انا وزوجتي من حجز تذكرتين وتمكنا من مشاهدة معالم دبي من اعلى برج في العالم حيث كانت جولة سياحية لنا قادمين من اجازة العمل من العراق لكن اتمنى من تخيض سعر الصورة الفوتوغرافية التي تم اخذها للزائري المعالم حيث تبلغ قرابت المائة دولار هذه الملاحظة الوحيدة التي اتمنى من ادارة البرج التفكير بها.تمنياتنا لدولة الامارات العربية المتحدة التقدم والازدهار والامن والامان المهندس محمد عادل - العراق - بغداد
","مشروع، الفكرة، البناء، الموقع، الخدمات، سرعة المصاعج",1,"1,1,1,1,1,1"
962,"الوردة الزرقاء 
جميل ولاكني لم ازره ولاكن حقا انه جميل بارتفاعه والطبيعة التي حوله وبرج خليفه يوجد به اجود المطاعم في دبي وبه قمه قد تصل إليه بشراء تذكره من دبي مول بقيمة 225 درهم بطريقه غيرمباشره أي بعد يوم او يومين من اخذ التذكره اما الطريقه المباشره فتأخذ تذكرة بقيمة 400 درهم حيث ستستمتع بالقمه من برج خليفه وترى الخيال لقد رايت عبر النت واخذت بعض المعلومات من زميلاتي وشكرا
","ارتفاعه، الطبيعة حوله",1,"1,1"
963,"رائع 
يستحق الزيارة وانصح به عند زياره دبي ,, لكن لابد من حجز التذكره قبل يوم من الزياره والحجز يتم من خلال مجمع دبي مول
",الزيارة,1,1
964,"برج خليفة - نافورة دبي 
كل شئ روعة لابد من المشاهدة على الطبيعة حتى تقتنع وتعيش الأحداث بعينك وسمعك ومشاعرك وعن الأشياء التي لم تنل أعجابي والتي لابد أن تراعى بأن توجد منطقة مخصصة للآطفال وأيضا للسيدات وكبار السن والفئات ّذوي الأحتياجات الخاصة
",كل شيء,1,1
966,"انبهاااار 
البرج جميل جدا وعليك بالحجز المسبق تفاديا للزحمه وهناك رحله جميله مع بقيه اعضاء القروب وانصح به في وقت الغروب او في المساء
","البرج، رحله",1,"1,1"
967,"معلم فخم 
رائع جدا والخدمات القريبه منه ممتازة ومكان مناسب لمتعة العائلة
","معلم، الخدمات، مكان",1,"1,1,1"
968,"جميل 
لم ازره لكن اكتفيت بمشاهدته من الخارج واعجبني ارتفاعه وتصميمه المعماري
","ارتفاعه، تصميمه",1,"1,1"
970,"رمز للفخر 
كانت المرة الثانية التي رأيت فيها برج الخليفة بس الإختلاف أنها كانت الأقرب من جهة النافورة الراقصة وأعجبني بجانب المنظر الرهيب تفاعل أضوائه مع الحان النافورة الراقصة.
والصراحة أقول يحق للشعب الإماراتي الفخر بهذا الإنجاز.
","برج دبي، المنظر الرهيب",1,"1,1"
971,"ممتاز 
ممتاز من ناحيه السعر 1 درهم ومن ناحيه التنظيم للسياح
","السعر، التنظيم للسياح",1,"1,1"
972,"صرح معماري ترفع له الروؤس 
عندما أقتربت من هذا المبنى، لم يخطر ببالي الا نفس الشعور الذي ينتابني عند الاقتراب من أي قلعة تاريخية ، يشدك اليها الهندسة والبناء والابداع. هذه المشاعر التي يمكن أن أصف بها برج العرب.
","الهندسة، البناء، الابداع",1,"1,1,1"
973,"شي خيال 
تحياتي للجميع
برج العرب ممتاز وفي غاية الجمال
والحلو فيه هو الهدؤ والراحة الممتازه
طريقة التعامل شئ راقي
يعني كل شئ ممتاز
وشكراً
Tammar
","شي، برج العرب، الهدؤ، الراحة، طريقة التعامل، كل شي",1,"1,1,1,1,1,1"
974,"الأسطورة 
أعجبني جداً برج العرب بالقريات المعلقة من السقف الا البهو الكريستال الأثاث الراقي لم آرا بجماله في بلد أر بيه او عربيه من البلاد الآر بيه والعربيه التي زرتها ساحر بكل شي لم يعجبني الأسعار الخياليه يريد ميزانيه خاصة
","برج العرب بالقريات المعلقة من السقف، الأثاث، الأسعار",1,"1,1,1"
975,"شاطئ رائع 
شاطئ رائع ومرتب بشكل جيد، تستطيع تصوير الغروب من هذا الشاطئ بسهولة كما أنك ترى برج العرب بوضوح من خلال هذا الشاطئ الجميل
","شاطئ، الشاطئ، مرتب",1,"1,1,1"
976,"رائع 
مكان جميل فعلا قضيت فيه وقت ممتع وكررت زيارته عدة مرات في أوقات مختلفة نهارا وليلا وكان الجو بديع خلال شهر مارس
","مكان، وقت، أوقات، الجو",1,"1,1,1,1"
977,"لا عت كبدي من هالبيج 
ما عجبني لا مظلات و لا كاغفيتيريات وشنس و وايد هنود واقفين للنظر الى البنات اوالنايوهات
وووعع لا عت كبدي
","مظلات، كاغفيتيريات ",-1,"-1,-1"
978,"متحف صغير رائع 
متحف صغير في قلعة الفهيدي التاريخية بوسط منطقة السوق في دبي أنصح بزيارته بالتاكسي لندرة المواقف
رغم صغره إلا أنه متحف رائع مُنظم ومقسم بشكل مشوق يحكي حياة أهل المنطقة البدوية خيامهم وأسلوب حياة البادية بالصور والفيديوهات والتجسيد بالشمع بالمرور إلى مراحل تطور حياة أهل المنطقة من الأربعينات إلى وقتنا الحاضر
","متحف، متحف، متحف، مقسم",1,"-1,-1,1,1"
979,"المتحف الجميل 
أعجبني التراث القديم لدولة الامارات شبك الصيد والتراث القديم ولكن لااستطيع تشبيهه بمتحف اللوفر بس جميل
","المتحف، التراث",1,"1,1"
980,"بصراحه 
متحف صغير ما توقعته اتمنى يحتوي على مزيد من تراث القدماء
",متحف,1,-1
981,"هادي ورائع 
مجمع يحكي الحضارة الفرعونية المتمثلة في السوق والتماثيل الفرعونية والمطاعم المتنوعه بين المصرية والعربية فتجد في هذا السوق كل ما تحتاجه من مصنوعات يدوية وتحف وانتيك وعبايات والعطورات ودهن العود المنتشر رائحته في ردهات السوق انصح بة للعائلات
","مجمع، التماثيل، المطاعم، مصنوعات",1,"1,1,1,1"
982,"مكان للعائلة والفرد 
من أجمل أماكن السياحيه في دبي
اذا أردت أن تسمتع في رحلتك السياحيه لابد أن تزور الوايلد وادي مع أهلك و أولادك وهي ذكري ستبقي في رأس أولادك فترة طويله فلا تفوت علي نفسك الفرصه
العيب الوحيد هو الازدحام
","مكان، الازدحام",1,"1,1"
984,"جميلة لكنها مزدحمه 
ذهبت اليها و كان يوم جميل و ممتع لكنها مزدحمه جدا واذا اردت الدخول الى لعبه يجب علي الانتظار مايقارب نصف ساعه واحيانا 45 دقيقه فقط لدخول لعبه واحده!
انصح بالذهاب اليها لكن في الايام الغير مزدحمه كأيام الاجازات
",يوم,1,1
985,"الاول تحول 
كان المول الاول ارخص واحلى اماالان ما يسوي عندي وايد غالي
",المول الاول,-1,1
986,"الملاهي السائلة 
وهي منطقة رائعة تجمع بين الترفيه والتسلية في الماء ... وتعتبر من اجمل ما رايت من الالعاب الرائعة المائية
",الملاهي السائلة,1,1
987,"وايلد وادي 
جميله بالنسبه للشباب فقط ولكن لاأنصح العوائل بالدخول إليها لان يوجد به جنسيات متعدده واغلبهم الامريكان والاوروبيين وهم يلبسون المايوه فلذلك لاتناسب العوائل المتحفظين
",وايلد وادي,1,1
988,"جميلة جدا 
جميلة جدا وفيها ألعاب ممتعة وتعامل رائع
وأجملها لعبة السقوط الحر من أعلى حيث توضع بغرفة صغيرة وتفتح الأرض من تحتك لتسقط ويبقى قلبك في الأعلى ههههههههههههههههههههههههههههههههه
مذهلة
انصح جميع زوار دبي بالذهاب اليها
","ألعاب، تعامل، لعبة السقوط الحر",1,"1,1,1"
989,"انصح بزيارته 
العاب مائيه ممتعه ومتنوعه تناسب مع الجميع الراشدين والاطفال تذاكر الدخول للراشدين ب 250 درهم اماراتي الاطفال اعتقد ب 100 كما يتطلب منك استأجار خزنه لوضع امتعتك بها تختلف اسعار الخزانه بأختلاف السعه تتراوح مابين ال 50-100 درهم كما يمكنك الدفع بالدولار
",العاب مائيه,1,1
990,"رهيبة 
افضل مكان ممكن تقضي فيه النهار وانصح به للعزاب فقط ولايصلح للعوايل مع انه هناك يوما مخصصا للنساء فقط ويعيبه سعره مرتفع قليلا ,,
","مكان، سعره",1,"1,-1"
991,"ترفيه على أعلى مستوى 
حديقة الوايلد وادي المائية من أفضل المتنزهات المائية التي زرتها، تتميز بتوفر كل الخدمات وبالالعاب الرائعة بالاضافة الى درجة الامان العالية التي توفق الوصف والنظافة التي لا مثيل لها
",حديقة الوايلد وادي المائية,1,1
992,"دبي مدينة الجمال 
نافورة جميلة احب مشاهدتها كل يوم جمعة مساء وذلك بسبب وجود حشود هائلة من الناس تاتي لزيارة ذلك المكان الجميل ووجود محلات ومطاعم غاية في الروعة والرومنسية .
","نافورة، المكان، محلات، مطاعم",1,"1,1,1,1"
993,"سحر وجمل النافورة الراقصه 
اعجبني منظر النافورة الراقصه وهي تتمايل علا أنغام الموسيقا منظر المياه وهي ترتفع وتتمايل مع الإضاءة التي تزيدها جمال والناس وهم ملفوفين بالساحة يتفرجون علا هذا المنظر الخلاب .
","النافورة الراقصه، منظر النافورة الراقصه، المنظر",1,"1,1,1"
994,"
شاهدت عروض كثيرة لنافورة دبي ولم أمل . في كل مرة كأني أشاهدها لأول مرة .. مبهرة
يوجد حولها كثير من المطاعم تستوعب جميع أذواق الناس من اللبناني إلى الصيني
اختيار الموسيقى في منتهى الجمال
","نافورة دبي، اختيار الموسيقى",1,"1,1"
995,"رائعة 
ايقاعات رومنسية ومنظر خلاب وساحرة
لا تتردد ابدا في تكرار الزيارة
تشتاق لرؤية الرقصات المائية وكأنها ساحة اوبرا
","ايقاعات، منظر، الرقصات المائية",1,"1,1,1"
996,"رائع 
جميل و رائع هذا المكان والله ان زرته وشفته وكان ودي كل الناس تشوفه ما شاء الله ان شاء الله كل الدول العربيه تصل مرحلة الإمرات
",المكان,1,1
997,"ممتازه 
النافورة الراقصه .. الجلسات .. من مقاهى ومطاعم ممتازه ومشروبات طيبة ومناظر شيقه وموسيقى جميله
","مطاعم، مشروبات، مناظر، موسيثى",1,"1,1,1,1"
998,"رائع 
المنطقة رائعة ومنظمة ونظيفة ومتعددة الأنشطة مطاعم واسواق
",المنطقة,1,1
999,"كم هو رائع هذا المعلم. 
بر دبي هو أطول مبنى في العالم ، وتم بناؤه ليكون معلما متميزا يكون عنوان لهذه المدينة الجامحة ، وبرج دبي نقل مركز المدينة الى جواره وبالقوة واصبح مأوى للكثير من السياح الذين يزورون دبي ، ومن لم يزور هذا المعلم الذي يحوي مكاتب ومساكنا وفندقا ذو سبعة نجوم فكأنه لم يزر هذه المدينة الرائعة والتي جعلت تركض حضاريا والآخرين يعجبون بها ، الشيء الذي لم يعجبني في هذا البرج هو أنه لم يصطبغ معماريا بالتراث الخليجي ، فكان من المفترض ان يستلهم تصميمه من الطابع القديم المعروف عن الفنون المعمارية في الخليج العربي .. على كل فهذا المعلم يعتبر معجزة معمارية وأكثر من جذاب.
","المعلم، بر دبي، مساكنا، المدينة، لم يصطبغ معماريا بالتراث الخليجي",1,"1,1,1,1,-1"
1000,"رائعه 
شي فوق الوصف لابد من زيارتها تتشكل حسب الموسيقى باشكال جميله تدل على الفن الذي صممت به
",اشكال,1,1
1001,"حائل 
جميله هي نافورة دبي بكل شي من ناحية الأنوار وطريقت رقص المياه
",نافورة دبي,1,1
